hhld_id,premium,loss_amount,loss_ratio,future_clm_ind
19128,133.6,0,0,0
15102,177.84,0,0,0
18178,150.3,0,0,0
2714,133.6,0,0,0
5681,150.3,0,0,0
17874,120.24,0,0,0
4944,276.48,0,0,0
3807,80,0,0,0
18415,222.3,0,0,0
2799,84.24,0,0,0
1201,100,0,0,0
17823,150.3,0,0,0
17288,90,0,0,0
1927,150.3,0,0,0
15036,167,0,0,0
12910,150.3,0,0,0
13313,120.24,0,0,0
1542,94.5,0,0,0
8188,120.24,0,0,0
17955,222.3,0,0,0
19135,150.3,0,0,0
5873,150.3,0,0,0
10660,167,1019.557858,6.105136876,1
8209,167,0,0,0
9229,226.08,0,0,0
17495,120.24,0,0,0
10676,133.6,0,0,0
5561,247,0,0,0
728,322,0,0,0
7369,84,0,0,0
15397,272,0,0,0
7277,167,0,0,0
541,150.3,0,0,0
4463,150.3,0,0,0
12924,401.4,0,0,0
2379,296.4,0,0,0
2630,145.8,0,0,0
19748,120.24,0,0,0
17984,150.3,0,0,0
4483,120.24,0,0,0
18722,117,0,0,0
9089,309,0,0,0
18813,197.6,0,0,0
6099,80,0,0,0
19104,222.3,0,0,0
13501,222.3,0,0,0
16857,117,0,0,0
129,120.24,0,0,0
8797,133.6,0,0,0
7582,75.6,0,0,0
7463,150.3,0,0,0
18430,150.3,0,0,0
18183,384,0,0,0
16066,133.6,0,0,0
19402,133.6,0,0,0
6698,322,0,0,0
5273,167,0,0,0
7170,75.6,0,0,0
9531,90,0,0,0
11420,167,0,0,0
4761,150.3,0,0,0
1437,90,0,0,0
463,162,1675.969291,10.34548945,1
2633,309,0,0,0
15581,133.6,0,0,0
10772,120.24,0,0,0
9231,282.6,473.5476089,1.67568156,1
17957,314,0,0,0
12573,80,0,0,0
19516,167,734.6616459,4.399171532,1
10810,150.3,0,0,0
11852,314,0,0,0
8031,133.6,0,0,0
17816,251.2,0,0,0
11112,197.6,0,0,0
7183,129.6,0,0,0
5847,120.24,0,0,0
5787,150.3,0,0,0
1813,150.3,0,0,0
11079,93.6,0,0,0
17354,150.3,0,0,0
2120,100,0,0,0
14131,94.5,0,0,0
8240,289.8,0,0,0
2328,144,0,0,0
13946,282.6,0,0,0
16453,94.5,0,0,0
16144,120.24,0,0,0
9945,247,0,0,0
813,316.8,0,0,0
4335,186.48,0,0,0
2880,80,0,0,0
11842,282.6,0,0,0
11065,309,0,0,0
17635,150.3,0,0,0
5962,167,0,0,0
9521,345.6,0,0,0
950,187.2,0,0,0
2083,90,0,0,0
15998,94.5,0,0,0
13744,309,0,0,0
3379,105,0,0,0
17774,120.24,0,0,0
18127,120.24,0,0,0
10084,120.24,0,0,0
1883,75.6,0,0,0
19804,120.24,0,0,0
9684,278.1,0,0,0
10976,197.6,0,0,0
4852,167,0,0,0
13382,144,0,0,0
1654,75.6,0,0,0
19930,150.3,0,0,0
5487,322,0,0,0
5779,167,0,0,0
3324,237.6,0,0,0
19414,167,0,0,0
9614,197.6,0,0,0
16266,309,0,0,0
13056,167,0,0,0
2883,133.6,0,0,0
5181,247,0,0,0
46,129.6,0,0,0
6330,150.3,0,0,0
19567,120.24,0,0,0
5866,150.3,0,0,0
13163,80,0,0,0
2057,167,0,0,0
7866,167,0,0,0
3466,84.24,0,0,0
11337,167,0,0,0
19865,133.6,0,0,0
1509,108,0,0,0
18105,167,0,0,0
6711,247,0,0,0
18622,100,0,0,0
1307,133.6,0,0,0
2081,251.2,0,0,0
15708,117,0,0,0
12401,247,0,0,0
17296,100,0,0,0
7424,167,0,0,0
16365,84,0,0,0
14816,200.4,832.1692635,4.152541235,1
5374,105,718.3445177,6.841376359,1
16883,90,0,0,0
5132,72,0,0,0
18316,75.6,0,0,0
384,314,0,0,0
1609,80,0,0,0
11207,242,0,0,0
6553,150.3,0,0,0
7606,200.4,514.0325054,2.565032462,1
17843,90,0,0,0
5817,167,0,0,0
6315,80,0,0,0
1272,222.3,0,0,0
16486,84,0,0,0
2043,150.3,0,0,0
2522,124,0,0,0
13003,144,0,0,0
18087,247,0,0,0
3247,167,0,0,0
1482,167,0,0,0
14716,150.3,0,0,0
19216,133.6,0,0,0
6879,309,0,0,0
19155,90,0,0,0
7392,150.3,0,0,0
1992,120.24,0,0,0
18671,167,0,0,0
7327,133.6,0,0,0
513,167,0,0,0
17826,167,0,0,0
8032,100,0,0,0
13813,80,0,0,0
13485,247,0,0,0
4517,75.6,0,0,0
8700,197.6,0,0,0
8537,94.5,0,0,0
10015,167,0,0,0
13402,278.1,0,0,0
19249,150.3,0,0,0
1763,133.6,0,0,0
14689,94.5,0,0,0
14016,120.24,0,0,0
6498,314,0,0,0
7801,105.3,1189.333799,11.29471794,1
10856,260,0,0,0
15454,167,0,0,0
3738,180,0,0,0
3135,167,0,0,0
5142,167,0,0,0
5813,247.2,0,0,0
88,100,0,0,0
3185,80,0,0,0
15680,247.2,0,0,0
12615,150.3,0,0,0
16129,167,0,0,0
15672,133.6,0,0,0
9834,197.6,0,0,0
12485,247,0,0,0
17846,150.3,0,0,0
6734,72,0,0,0
8414,133.6,0,0,0
5893,100,754.0409511,7.540409511,1
19912,167,0,0,0
7444,105,0,0,0
989,150.3,1094.926664,7.284941212,1
2763,84,0,0,0
16813,226.08,0,0,0
3063,426.6,0,0,0
9543,120.24,0,0,0
15402,150.3,0,0,0
2317,197.6,0,0,0
12032,93.6,0,0,0
13574,251.2,0,0,0
7359,133.6,0,0,0
15451,167,993.9816403,5.95198587,1
2354,100,0,0,0
15808,90,0,0,0
2653,105,0,0,0
7745,257.6,0,0,0
7795,117,0,0,0
16510,167,0,0,0
16376,384,0,0,0
8595,100,579.4208507,5.794208507,1
6551,120.24,0,0,0
5069,148,0,0,0
2634,167,0,0,0
15566,94.5,0,0,0
19833,282.6,0,0,0
10496,167,0,0,0
8529,247.2,0,0,0
4696,222.48,0,0,0
19201,167,0,0,0
17297,167,0,0,0
12601,167,0,0,0
16760,150.3,0,0,0
5972,133.6,0,0,0
674,150.3,0,0,0
5354,197.6,0,0,0
12696,167,389.3190397,2.331251735,1
16660,124,0,0,0
19588,120.24,0,0,0
5570,233.1,0,0,0
15685,247.2,0,0,0
5601,133.6,0,0,0
14745,150.3,0,0,0
18458,167,0,0,0
7073,133.6,0,0,0
19752,120.24,0,0,0
18940,150.3,0,0,0
14186,167,0,0,0
2864,100,0,0,0
626,197.6,0,0,0
13104,180,0,0,0
6201,124,0,0,0
11044,150.3,0,0,0
8092,84,0,0,0
429,72,0,0,0
12487,100,0,0,0
2202,90,0,0,0
15778,150.3,0,0,0
3645,247,0,0,0
3012,150.3,0,0,0
18976,167,0,0,0
6934,167,0,0,0
7108,167,0,0,0
406,197.6,0,0,0
12915,278.1,0,0,0
15658,222.3,0,0,0
7648,167,0,0,0
15395,133.6,0,0,0
16014,167,0,0,0
14493,117,0,0,0
15722,167,0,0,0
9,129.6,0,0,0
12723,133.6,0,0,0
9263,150.3,0,0,0
18655,72,0,0,0
13235,150.3,0,0,0
3557,120.24,0,0,0
4028,105,0,0,0
15339,222.3,0,0,0
5304,133.6,0,0,0
2154,150.3,0,0,0
9056,309,0,0,0
11640,247,0,0,0
14154,150.3,0,0,0
9766,167,0,0,0
10365,167,0,0,0
13083,100,0,0,0
6745,167,0,0,0
16148,251.2,0,0,0
9164,120.24,0,0,0
9873,133.6,0,0,0
13692,321.12,0,0,0
15167,167,0,0,0
9601,185,0,0,0
11894,167,0,0,0
5112,105,0,0,0
10228,129.6,0,0,0
14067,282.6,0,0,0
544,120.24,0,0,0
15896,309,0,0,0
16743,167,0,0,0
821,90,1017.109124,11.30121249,1
16967,150.3,0,0,0
13338,150.3,0,0,0
9789,150.3,1791.594855,11.92012545,1
18881,167,1140.779839,6.831017001,1
9946,133.6,0,0,0
19932,251.2,0,0,0
487,197.6,0,0,0
6612,133.6,0,0,0
15248,222.3,0,0,0
4705,177.84,0,0,0
10223,93.6,0,0,0
2439,72,0,0,0
5340,177.84,0,0,0
14271,155,0,0,0
6181,247,0,0,0
10858,185,0,0,0
14717,222.3,0,0,0
18857,167,0,0,0
76,226.08,0,0,0
2123,75.6,0,0,0
16842,222.48,0,0,0
5058,94.5,0,0,0
14290,144,0,0,0
3291,93.6,0,0,0
3449,84,0,0,0
6630,150.3,0,0,0
7387,278.1,0,0,0
17995,167,0,0,0
10851,120.24,0,0,0
3240,242,0,0,0
17323,309,0,0,0
14765,247,0,0,0
17691,150.3,0,0,0
5084,426.6,0,0,0
8784,150.3,0,0,0
14038,247.2,0,0,0
13781,217.8,0,0,0
53,133.6,0,0,0
15984,247,0,0,0
10817,289.8,0,0,0
393,167,0,0,0
8225,84,0,0,0
19311,177.84,0,0,0
15838,167,0,0,0
19042,150.3,0,0,0
1111,384,0,0,0
16131,133.6,0,0,0
12008,120.24,0,0,0
13327,247,0,0,0
7598,167,0,0,0
4579,80,0,0,0
3741,94.5,0,0,0
6038,167,0,0,0
9110,150.3,0,0,0
17576,80,0,0,0
19505,100,0,0,0
19890,94.5,0,0,0
14634,322,0,0,0
10568,94.5,0,0,0
1781,120.24,0,0,0
16163,167,0,0,0
12985,150.3,0,0,0
2539,167,0,0,0
8334,486.9,0,0,0
3140,251.2,0,0,0
18100,150.3,491.3049054,3.268828379,1
12822,167,0,0,0
8702,100,0,0,0
4996,120.24,0,0,0
19816,314,0,0,0
10461,138.24,0,0,0
15855,150.3,0,0,0
11248,150.3,0,0,0
521,222.3,0,0,0
5178,384,0,0,0
7252,90,0,0,0
17735,72,0,0,0
6404,72,0,0,0
147,90,0,0,0
19197,237.6,0,0,0
13935,120.24,0,0,0
9731,167,0,0,0
4315,133.6,0,0,0
17641,120.24,0,0,0
18227,150.3,0,0,0
13746,162,0,0,0
11303,172.8,0,0,0
413,133.6,0,0,0
11160,469,0,0,0
9818,247,0,0,0
7807,84,0,0,0
12685,150.3,0,0,0
9085,167,0,0,0
12539,307.2,0,0,0
3321,133.6,0,0,0
17331,150.3,0,0,0
12090,309,0,0,0
8434,94.5,0,0,0
19080,150.3,0,0,0
13666,133.6,0,0,0
4327,167,0,0,0
14581,222.3,0,0,0
7802,167,0,0,0
12528,133.6,0,0,0
10094,222.48,0,0,0
2463,100,0,0,0
13821,384,0,0,0
15177,120.24,0,0,0
10047,100,0,0,0
6230,150,0,0,0
9984,120.24,0,0,0
15466,222.3,0,0,0
9664,90,0,0,0
10306,100,0,0,0
2376,167,0,0,0
18294,120.24,0,0,0
972,309,1146.272629,3.709620159,1
17990,90,0,0,0
4847,120.24,0,0,0
10648,150.3,0,0,0
4982,150.3,0,0,0
3719,133.6,0,0,0
7806,167,0,0,0
18329,222.3,0,0,0
18744,80,0,0,0
19817,247,0,0,0
12597,180,0,0,0
13629,167,0,0,0
14806,297.6,0,0,0
498,72,0,0,0
10460,167,0,0,0
10827,150.3,0,0,0
19689,197.6,0,0,0
18009,167,0,0,0
5032,75.6,0,0,0
7278,167,0,0,0
14798,167,0,0,0
8289,111.6,0,0,0
3333,133.6,0,0,0
12593,167,0,0,0
10023,100,0,0,0
7153,105,0,0,0
7367,167,0,0,0
14582,105,0,0,0
17801,247.2,0,0,0
8175,167,0,0,0
11718,93.6,0,0,0
3513,251.2,0,0,0
14527,90,939.4984441,10.4388716,1
501,150.3,0,0,0
16968,133.6,0,0,0
6558,84,0,0,0
2022,84,0,0,0
11238,180,0,0,0
6213,100,0,0,0
6794,133.6,0,0,0
12526,100,0,0,0
15618,150.3,0,0,0
17021,105,0,0,0
6495,197,0,0,0
9550,167,0,0,0
5985,84,0,0,0
12303,133.6,0,0,0
14994,247,0,0,0
1342,167,0,0,0
8706,100,0,0,0
6759,167,0,0,0
5913,185,0,0,0
1041,272,0,0,0
11747,84,0,0,0
19743,222.3,0,0,0
13698,72,0,0,0
15633,90,0,0,0
4868,100,0,0,0
6948,309,0,0,0
5074,167,0,0,0
11483,167,0,0,0
17797,75.6,0,0,0
18809,237.6,0,0,0
4989,133.6,0,0,0
18814,167,0,0,0
7630,75.6,0,0,0
11480,94.5,0,0,0
17713,144,0,0,0
1722,197.6,0,0,0
18601,100,0,0,0
14179,197.6,0,0,0
12126,197.6,0,0,0
19733,94.5,0,0,0
6924,226.08,0,0,0
13119,100,0,0,0
18767,167,2198.938207,13.16729465,1
15377,120.24,0,0,0
5615,100,0,0,0
10587,167,0,0,0
11832,105,0,0,0
9208,167,0,0,0
10334,436.8,0,0,0
19740,167,0,0,0
8939,180,0,0,0
1762,486.9,0,0,0
16254,90,0,0,0
2884,177.84,0,0,0
2885,167,639.422826,3.828879197,1
4467,180,0,0,0
17519,389.52,0,0,0
15689,120.24,0,0,0
12640,100,0,0,0
6562,100,0,0,0
17586,167,0,0,0
4849,120,0,0,0
17483,80,0,0,0
3766,94.5,0,0,0
9736,345.6,0,0,0
17194,100,0,0,0
2187,150.3,0,0,0
15605,167,0,0,0
16491,180.36,0,0,0
12103,167,0,0,0
18962,341.28,0,0,0
9693,120.24,0,0,0
18739,167,0,0,0
128,90,0,0,0
17967,150.3,0,0,0
12436,133.6,0,0,0
17027,167,0,0,0
2404,117,0,0,0
16271,117,790.7823692,6.758823668,1
13098,384,0,0,0
10813,120.24,0,0,0
17432,150.3,0,0,0
7495,75.6,0,0,0
3798,100,769.8377723,7.698377723,1
16122,222.48,0,0,0
4453,100,0,0,0
6363,167,0,0,0
16256,133.6,0,0,0
16918,133.6,0,0,0
1665,80,0,0,0
16812,133.6,0,0,0
18877,167,0,0,0
15716,167,0,0,0
15703,167,0,0,0
12898,309,0,0,0
9715,197.6,0,0,0
3146,150.3,0,0,0
19011,167,0,0,0
9743,150.3,0,0,0
11805,100,0,0,0
12029,155,0,0,0
12565,150.3,0,0,0
14866,222.3,0,0,0
11767,105,0,0,0
477,222.3,0,0,0
8538,167,0,0,0
18527,133.6,0,0,0
13556,197.6,0,0,0
19251,222.3,0,0,0
6636,211.5,0,0,0
2019,167,0,0,0
14096,150.3,0,0,0
9888,84,0,0,0
18723,309,0,0,0
313,167,0,0,0
8150,144,0,0,0
19978,247,0,0,0
1704,80.64,0,0,0
11991,309,0,0,0
5503,150.3,0,0,0
2925,120.24,0,0,0
9228,133.6,0,0,0
12305,401.4,0,0,0
13498,167,1290.625111,7.728294078,1
12196,75.6,0,0,0
17315,314,0,0,0
9598,120.24,0,0,0
1577,314,0,0,0
6380,167,0,0,0
13109,446,0,0,0
7129,167,0,0,0
13036,222.48,0,0,0
9745,309,0,0,0
1663,120.24,0,0,0
3016,247.2,0,0,0
14583,150.3,0,0,0
19987,257.6,0,0,0
5668,120.24,0,0,0
8951,120.24,0,0,0
5053,150.3,0,0,0
14257,72,0,0,0
8893,120.24,0,0,0
13528,474,0,0,0
11589,167,0,0,0
5583,167,0,0,0
8967,197.6,0,0,0
14486,278.1,0,0,0
4441,155,0,0,0
15908,226.08,0,0,0
8704,100,0,0,0
7800,309,0,0,0
2061,94.5,0,0,0
18861,133.6,0,0,0
11209,84,0,0,0
884,90,1670.493176,18.56103529,1
12628,133.6,0,0,0
9616,90,0,0,0
5703,247,0,0,0
18610,150.3,0,0,0
19923,100,0,0,0
3889,100,0,0,0
7409,167,0,0,0
8737,446,0,0,0
4382,100,0,0,0
6796,75.6,0,0,0
3843,133.6,0,0,0
19985,177.84,0,0,0
6926,167,0,0,0
6298,314,0,0,0
3157,100,0,0,0
1210,120.24,0,0,0
12205,133.6,0,0,0
1316,177.84,0,0,0
4718,105,0,0,0
6100,133.6,0,0,0
4029,474,0,0,0
2092,150.3,0,0,0
8074,167,0,0,0
3675,100,0,0,0
6559,251.2,0,0,0
3630,133.6,0,0,0
16205,150.3,0,0,0
15058,222.3,0,0,0
16040,133.6,0,0,0
16440,247,0,0,0
6451,150.3,0,0,0
13544,150.3,0,0,0
181,247,0,0,0
17571,105,0,0,0
1412,80,0,0,0
10672,167,0,0,0
12857,167,0,0,0
6106,80,0,0,0
10377,90,0,0,0
5564,278.1,0,0,0
1232,167,0,0,0
5589,80,0,0,0
8692,276.48,0,0,0
3326,150.3,0,0,0
10422,167,0,0,0
3847,247,0,0,0
4687,84.24,0,0,0
9365,150.3,0,0,0
9623,72,0,0,0
370,167,0,0,0
1019,247,0,0,0
13903,162,0,0,0
13212,226.08,0,0,0
19693,167,0,0,0
2381,150.3,0,0,0
14827,129.6,0,0,0
998,150.3,0,0,0
8839,133.6,0,0,0
9753,80,0,0,0
14413,150.3,0,0,0
872,84,0,0,0
13283,197.6,0,0,0
18786,150.3,0,0,0
6442,155,0,0,0
13173,177.84,0,0,0
6482,197.6,0,0,0
4892,94.5,0,0,0
2362,384,717.3935909,1.868212476,1
6275,94.5,0,0,0
13762,150.3,0,0,0
4619,150.3,0,0,0
16835,150.3,0,0,0
6487,247,0,0,0
14695,251.2,0,0,0
4586,278.1,0,0,0
13788,105,1013.063269,9.648221614,1
18252,309,0,0,0
13655,75.6,0,0,0
11499,223.2,0,0,0
9437,167,0,0,0
9544,129.6,0,0,0
1743,278.1,0,0,0
2393,80,0,0,0
6697,167,0,0,0
236,150.3,0,0,0
14624,84,0,0,0
11402,167,0,0,0
15268,167,0,0,0
2327,155,1897.865671,12.24429465,1
8413,150.3,0,0,0
18761,100,0,0,0
14473,235,0,0,0
4226,167,0,0,0
2272,133.6,0,0,0
12072,120.24,0,0,0
18504,150.3,0,0,0
13750,100,0,0,0
2398,72,0,0,0
12816,167,0,0,0
9171,105,0,0,0
9887,247.2,0,0,0
1459,129.6,0,0,0
8715,150.3,0,0,0
7429,120.24,0,0,0
9975,150.3,0,0,0
14585,150.3,0,0,0
8616,150.3,0,0,0
10499,314,0,0,0
4905,167,0,0,0
15376,167,731.4424023,4.379894625,1
17558,259,0,0,0
12262,230,0,0,0
12040,167,0,0,0
4845,133.6,0,0,0
1775,150.3,0,0,0
19126,120.24,0,0,0
16080,105,0,0,0
945,90,0,0,0
5355,94.5,0,0,0
14788,84,0,0,0
4457,133.6,0,0,0
3059,167,0,0,0
11500,177.84,0,0,0
9593,140.4,0,0,0
9458,167,0,0,0
9840,167,0,0,0
12022,226.08,0,0,0
7576,72,0,0,0
11414,278.1,0,0,0
10808,177.84,0,0,0
12013,247,0,0,0
17657,133.6,0,0,0
12613,237.6,0,0,0
5095,167,0,0,0
14145,247,0,0,0
8650,260,0,0,0
3916,217.8,0,0,0
4506,84,0,0,0
15396,307.2,0,0,0
2964,120.24,0,0,0
12284,100,0,0,0
1429,150.3,0,0,0
15647,120.24,0,0,0
5637,75.6,0,0,0
9564,100,0,0,0
8026,197.6,0,0,0
3389,309,0,0,0
14920,197.6,0,0,0
2967,150.3,0,0,0
7524,94.5,1463.151299,15.48308253,1
12958,133.6,0,0,0
6145,247,0,0,0
13835,133.6,0,0,0
18826,150.3,0,0,0
5062,167,0,0,0
16009,167,0,0,0
11785,345.6,0,0,0
4841,75.6,0,0,0
19861,150.3,0,0,0
16033,150.3,0,0,0
3740,321.12,0,0,0
4354,111.6,0,0,0
4179,226.08,0,0,0
12885,167,766.4618275,4.589591781,1
15662,84,0,0,0
8503,150.3,0,0,0
10738,197.6,0,0,0
15576,167,0,0,0
2597,150.3,0,0,0
5574,133.6,0,0,0
5654,133.6,0,0,0
10273,167,0,0,0
1657,167,0,0,0
14766,90,0,0,0
6783,222.3,0,0,0
2682,167,0,0,0
7179,150.3,0,0,0
19697,307.2,0,0,0
6784,100,0,0,0
9352,242,0,0,0
6006,200.4,2109.826666,10.52807718,1
7958,90,0,0,0
2872,133.6,0,0,0
6369,150.3,0,0,0
15701,133.6,0,0,0
11126,90,0,0,0
2150,117,0,0,0
6751,133.6,0,0,0
2351,148,0,0,0
17977,150.3,0,0,0
5682,167,0,0,0
2383,133.6,0,0,0
3103,133.6,0,0,0
9134,167,0,0,0
13984,120.24,0,0,0
1554,100,0,0,0
3653,150.3,0,0,0
18668,80,0,0,0
5527,150.3,845.8027619,5.627430219,1
16104,197.6,0,0,0
16530,167,0,0,0
11309,167,0,0,0
13838,197.6,0,0,0
8958,278.1,0,0,0
10893,177.84,0,0,0
12370,84,0,0,0
17453,167,0,0,0
10970,222.48,0,0,0
11016,309,0,0,0
6367,94.5,0,0,0
5390,278.1,0,0,0
18718,167,0,0,0
15470,133.6,0,0,0
3130,120.24,0,0,0
3457,177.84,0,0,0
8755,167,0,0,0
9889,120.24,0,0,0
17202,133.6,0,0,0
6766,105,0,0,0
6074,94.5,1565.120849,16.56212539,1
9224,167,0,0,0
13432,167,0,0,0
13055,94.5,0,0,0
1606,133.6,0,0,0
7159,150.3,0,0,0
17716,105,0,0,0
12986,133.6,0,0,0
8353,150.3,0,0,0
3906,603,0,0,0
16616,167,0,0,0
11569,247,0,0,0
7835,100,0,0,0
18679,105,0,0,0
8004,167,0,0,0
12420,90,0,0,0
4900,282.6,0,0,0
298,150.3,0,0,0
1682,100,0,0,0
11660,167,0,0,0
83,90,768.1746362,8.535273736,1
3206,120.24,0,0,0
9008,84,0,0,0
13663,177.84,0,0,0
10367,133.6,0,0,0
7219,72,0,0,0
15674,133.6,0,0,0
6885,167,0,0,0
11321,80,0,0,0
14652,167,1019.088512,6.102326418,1
8871,167,0,0,0
6650,84,0,0,0
5309,167,0,0,0
16706,177.84,0,0,0
9787,150.3,0,0,0
7541,267.84,0,0,0
10283,242,0,0,0
17067,150.3,0,0,0
9814,309,1267.674174,4.102505417,1
19519,167,0,0,0
15437,167,0,0,0
4280,174.24,0,0,0
2364,141.84,0,0,0
1727,322,0,0,0
12488,153.6,0,0,0
17136,100,0,0,0
9602,167,0,0,0
3145,133.6,0,0,0
4259,247,999.9581041,4.048413377,1
13362,120.24,0,0,0
14289,133.6,0,0,0
4064,167,0,0,0
11458,100,0,0,0
4456,150.3,0,0,0
4992,150.3,0,0,0
5566,247,0,0,0
16598,150.3,0,0,0
19512,278.1,0,0,0
15016,226.08,0,0,0
10396,167,0,0,0
3570,247,1467.633831,5.941837374,1
2723,167,0,0,0
14252,162,0,0,0
11947,133.6,0,0,0
7590,80,0,0,0
7945,150.3,0,0,0
17282,309,0,0,0
5633,247,0,0,0
4566,133.6,0,0,0
17642,247.2,0,0,0
12310,133.6,0,0,0
2871,105,0,0,0
14770,167,0,0,0
28,247,0,0,0
14640,80,0,0,0
10178,133.6,0,0,0
4865,247,0,0,0
14708,150.3,0,0,0
10474,150.3,0,0,0
72,167,0,0,0
14882,167,0,0,0
90,247,0,0,0
1219,247,0,0,0
13875,150.3,1096.847163,7.29771898,1
18482,150.3,0,0,0
17442,247,0,0,0
15001,167,0,0,0
11003,84,0,0,0
12467,105,0,0,0
8802,100,0,0,0
10005,322,0,0,0
19449,167,0,0,0
10733,162,0,0,0
19796,247,0,0,0
4617,384,0,0,0
12475,84,0,0,0
2495,120.24,0,0,0
1947,72,0,0,0
16934,133.6,0,0,0
378,150.3,0,0,0
2371,167,0,0,0
17040,322,0,0,0
5408,231.84,0,0,0
11250,197.6,0,0,0
16775,167,0,0,0
3142,222.3,0,0,0
386,167,0,0,0
3359,150.3,0,0,0
7512,278.1,0,0,0
1666,222.3,0,0,0
3659,120.24,0,0,0
8354,180,0,0,0
5977,150.3,0,0,0
9368,93.6,0,0,0
2054,120.24,0,0,0
4756,120.24,0,0,0
5336,167,0,0,0
49,108,0,0,0
6270,72,0,0,0
5676,167,0,0,0
7803,80,0,0,0
8521,120.24,0,0,0
9522,278.1,0,0,0
10214,217.8,0,0,0
7643,167,0,0,0
8005,94.5,0,0,0
3446,139.5,0,0,0
9230,278.1,0,0,0
15710,129.6,0,0,0
4556,120.24,0,0,0
11597,247,1283.483349,5.196288864,1
13952,105,0,0,0
4573,167,0,0,0
19003,84,0,0,0
19953,322,0,0,0
12054,180,0,0,0
1694,278.1,0,0,0
19454,100,0,0,0
6347,150.3,0,0,0
5303,84,0,0,0
382,167,814.3381252,4.876276199,1
12797,180,0,0,0
17498,120.24,0,0,0
5969,150.3,0,0,0
7901,167,0,0,0
8375,150.3,0,0,0
1190,441.9,1401.430448,3.171374627,1
13573,314,0,0,0
8246,120.24,0,0,0
18067,150.3,0,0,0
16162,167,0,0,0
18742,150.3,0,0,0
8915,167,0,0,0
17759,133.6,0,0,0
1132,150.3,0,0,0
17445,247,0,0,0
587,90,419.4170942,4.660189935,1
4846,133.6,0,0,0
3971,120.24,0,0,0
3112,150.3,0,0,0
11787,105,0,0,0
18994,282.6,0,0,0
11734,167,0,0,0
1938,150.3,0,0,0
13538,251.2,0,0,0
12661,546,0,0,0
1964,100,0,0,0
6395,150.3,684.0721506,4.551378247,1
17570,80,0,0,0
5890,282.6,0,0,0
16157,167,0,0,0
14055,120.24,0,0,0
665,150.3,0,0,0
2927,155,0,0,0
1112,150.3,0,0,0
5163,222.48,0,0,0
15751,144,0,0,0
8666,167,0,0,0
3303,247.2,0,0,0
454,133.6,0,0,0
14627,167,0,0,0
7980,297,0,0,0
16786,150.3,0,0,0
9371,208,0,0,0
3545,94.5,0,0,0
17491,150.3,0,0,0
1748,133.6,0,0,0
18888,278.1,0,0,0
153,222.3,0,0,0
878,100,0,0,0
10401,120.24,0,0,0
2735,100,0,0,0
7934,105,0,0,0
6949,247.2,0,0,0
4870,314,0,0,0
4307,150.3,0,0,0
17179,167,0,0,0
16752,93.6,0,0,0
3111,297,0,0,0
2329,157.6,0,0,0
8248,100,0,0,0
14589,167,0,0,0
3649,90,0,0,0
19289,133.6,0,0,0
15570,84,0,0,0
10766,167,0,0,0
6344,167,759.0308746,4.545095058,1
8672,133.6,0,0,0
11909,345.6,0,0,0
9383,150.3,0,0,0
18323,167,0,0,0
18347,309,0,0,0
3019,167,0,0,0
1821,167,0,0,0
16615,150.3,0,0,0
15798,75.6,0,0,0
3209,150.3,0,0,0
10822,133.6,0,0,0
4320,150.3,771.353004,5.132089182,1
19674,150.3,0,0,0
1413,167,0,0,0
17364,167,0,0,0
10096,129.6,0,0,0
5572,105,0,0,0
5395,247,0,0,0
15809,167,0,0,0
13922,105,0,0,0
3970,321.12,0,0,0
3735,80,0,0,0
1399,389.52,0,0,0
1193,401.4,0,0,0
10891,278.1,0,0,0
8899,120.24,0,0,0
17216,120.24,0,0,0
3227,309,1685.309413,5.454075771,1
10642,84,0,0,0
14438,105,0,0,0
12292,200.4,0,0,0
7907,162,0,0,0
4600,93.6,0,0,0
2747,75.6,0,0,0
10113,105,0,0,0
19904,167,0,0,0
12438,133.6,0,0,0
13302,167,0,0,0
11348,167,0,0,0
2625,247,0,0,0
8083,133.6,0,0,0
13828,345.6,0,0,0
3338,200.4,0,0,0
19577,100,0,0,0
15137,150.3,0,0,0
8482,257.6,0,0,0
12969,247,1262.507441,5.111366158,1
4157,133.6,0,0,0
7743,167,0,0,0
1435,167,0,0,0
13801,117,0,0,0
5283,133.6,0,0,0
680,167,0,0,0
7188,379.2,0,0,0
11026,80,0,0,0
14,124,0,0,0
19903,120.24,0,0,0
16388,222.3,0,0,0
12286,217.8,972.3609332,4.464467095,1
11941,105,0,0,0
11955,105,0,0,0
1386,167,0,0,0
14568,167,0,0,0
14211,193.6,0,0,0
18508,184,0,0,0
5144,167,0,0,0
9713,94.5,0,0,0
10518,100,0,0,0
16628,90,0,0,0
12569,133.6,0,0,0
19855,247,0,0,0
8987,150.3,0,0,0
17449,167,0,0,0
16260,247,0,0,0
13554,133.6,0,0,0
10395,167,0,0,0
2942,120.24,0,0,0
2058,133.6,0,0,0
12134,150.3,0,0,0
4662,307.2,0,0,0
5254,167,0,0,0
11935,197.6,0,0,0
13464,90,0,0,0
13983,167,0,0,0
12872,120.24,0,0,0
8576,133.6,0,0,0
1536,150.3,0,0,0
13563,133.6,0,0,0
6823,133.6,0,0,0
18175,150.3,0,0,0
2834,120.24,0,0,0
7382,80,0,0,0
3122,314,0,0,0
3428,90,0,0,0
3533,150.3,0,0,0
13674,167,0,0,0
