a.trip_identifier,a.driver_identifier,a.vehicle_identifier,b.risk_segment,a.trip_status,a.begintrip_timestamp_local,a.endtrip_timestamp_local,c.distance_miles_p3,c.trip_fare
864d490f-fc66-4376-9ba2-53b9219e0671,2d120cbf-4f31-433f-8a22-7e8a81878d0e,7b247eff-2c9c-485c-b368-f4f01cc22110,Eats,completed,11/18/2020 18:28,11/18/2020 19:13,10.82,4.416469504
f9c690e5-7bb1-49d4-bafb-9329ef81f309,9bece7e2-5599-4418-bd4a-818aab9dba17,c98ff901-72e6-4606-8373-532e3eb90171,Eats,completed,4/2/2021 19:46,4/2/2021 20:14,2.4,0.585175423
f6f804a0-702e-4f52-9aae-f0a5144ac30a,bdfd079b-0f09-41ca-b489-1f7ff4436f9a,ed64f0d0-9a4a-4466-a958-c2e53d2df054,Eats,completed,1/29/2020 18:53,1/29/2020 19:26,9.33,2.58615399
2c147b4f-1a51-4431-86b6-ce88bb4ef74f,d85ae0ef-6fab-4617-a9be-6c73c66a36c8,58f22d56-6891-4cb6-a0e7-b9841528e515,Logistics,completed,8/9/2019 15:23,8/9/2019 16:04,0.37,0.040625869
051399be-79ca-4e7d-aecc-860da2f54dee,44a19b40-e74b-443d-8418-cb706a723f34,c0013c75-7818-4659-925a-30faad1c46a9,P2P,completed,4/4/2020 10:05,4/4/2020 11:05,5.508743303,4.450080219
14768922-d300-4469-bdf1-01bb0ff32946,19b23f10-6765-439b-a904-01c51144680b,ba0a8ef3-7c25-496c-94b7-4aa6914883a2,P2P,completed,7/8/2020 13:31,7/8/2020 14:18,3.293184742,1.092722963
1f743267-9a2d-477c-996d-be849ab32edc,7f6b759c-e007-4872-bfe0-c11277b652b4,3823f54e-eaa1-45c6-8e3b-6e0a66391d0f,P2P,completed,3/27/2020 11:42,3/27/2020 11:47,4.583936469,3.817476803
2b851975-4833-4f2d-bcbb-508b0a3e772b,cd548f9b-9ef7-4fe4-8c94-42e4be06831b,c8d7121d-8559-454a-b32a-94eae5a45155,P2P,completed,8/26/2020 7:56,8/26/2020 8:17,19.87393749,6.171949028
2ecd69fa-5c91-4bc6-9971-f72c05e47c7b,05054542-02bf-4e6b-be81-a82b9fb7ecfe,6ae2d301-39e0-4f35-a513-e3cb4aee141c,P2P,completed,10/28/2021 10:02,10/28/2021 10:30,0.613322956,0.255921805
37d7c650-7328-4a61-9c7a-af0965607268,f25afb91-1f90-46d0-903e-160b2b648254,d5d12073-cfc8-40bc-a460-4f326581d475,P2P,completed,1/14/2022 18:49,1/14/2022 18:54,2.707532434,2.190932595
4d1c3825-fe72-4b0b-8bbf-4663d92fd979,64f0ea7c-47a2-4252-9f60-12382d1473ae,47542f5f-8d37-43a8-9b5f-d07d3d1f6dc2,P2P,completed,12/7/2020 17:58,12/7/2020 18:12,1.172482847,1.324416679
5a47e353-67d7-4418-b81b-2ccd7266db9a,18481ba6-fc3b-43d6-9a6b-57b0ccbc4929,9dc16e39-ea2f-4a45-950b-03c7c3f0c3a3,P2P,completed,9/10/2019 20:44,9/10/2019 20:54,15.89582358,6.462904304
63e4d5e3-5d8d-4934-a0a7-25df9eea0590,2bce50d6-c6a1-4fd5-97da-36eb58af8656,543cf505-5bae-4064-80db-85ed8d86f06f,P2P,completed,6/30/2020 7:33,6/30/2020 8:16,5.476608544,2.227061804
696d52e1-9fb8-4a04-81eb-64c6acc80f64,c55db3fb-d4cd-4e75-80f1-bb24963590db,4edc8681-6dbd-4f1b-b1c1-2965b5088095,P2P,completed,9/1/2020 6:18,9/1/2020 6:59,0.893739598,0.291604091
7ab23896-9e6d-4bb6-a21c-dd4a4d98c193,1abe6997-17cb-42eb-a847-5e887ad4df77,f63b76b4-55ac-4421-82fb-53f7d7db777b,P2P,completed,8/31/2019 16:57,8/31/2019 17:42,0.697605487,0.595825103
a01dc7ed-656c-40a9-895f-04592776976b,3d588891-c4d1-49cf-9b51-edf0c66d6a19,9af0357a-7f89-4447-9529-668912f7c2c1,P2P,completed,4/7/2020 14:00,4/7/2020 14:08,16.98893342,17.31879932
a067c38f-f63c-420b-a31c-83cca4b03064,95863a5e-d17a-4e70-b218-465751f96ad4,5b5cb1ad-306a-4b46-aaaf-e5f378829a52,P2P,completed,4/16/2021 11:52,4/16/2021 12:33,12.84936273,6.168206003
b32e8d18-86b4-4c06-be62-8dbe0d1afad7,48ba61f7-366d-4f87-aafc-2df10961ffda,42d8fd6f-83e4-43fb-aa96-21c9cc8e95fe,P2P,completed,12/10/2021 13:38,12/10/2021 13:38,8.864907448,4.265766164
b4ccc562-03bb-4f95-964b-c1cece4940a4,efe5b259-c05f-41b7-b3c4-5134754cd827,99afd05f-a649-4398-aae7-cce2d266aa15,P2P,completed,9/8/2020 20:48,9/8/2020 20:50,8.50261343,3.554622781
e24ecfc8-5485-4465-8025-dbc05595f3e4,4f51fcc7-734d-4a16-9598-382ae54c653f,3997a2c3-dc75-40fd-8b93-5571e7d627e6,P2P,completed,11/27/2021 22:39,11/27/2021 23:09,17.16409131,8.236984349
fa1d3031-d08a-4b86-bc82-a58e70094ae9,2e8658f7-2f36-40e4-82c5-d86e6c462012,433eeb4f-565c-46c4-8fe8-f1bca67453d3,P2P,completed,11/7/2021 19:09,11/7/2021 19:41,0.783972649,0.574530596
9472c3f4-728d-47cb-abac-353927963ece,56d929e6-afdb-4ad6-ac63-87dcc91e8e23,4402dae2-ad69-453e-9a2d-e5cb8c674be9,Eats,completed,10/4/2019 10:02,10/4/2019 10:46,1.12,0.316904421
f36d3891-01ba-4e83-859d-e60b70343a0e,e0c0e21d-5412-476f-b95c-701ed7665fb0,8420754d-4448-4471-b59a-603756fb2288,Eats,completed,1/9/2020 17:33,1/9/2020 18:15,3,0.659781963
f179f21d-1eb4-45a4-a2cd-b062b6ee852a,4c8ada6a-7303-4c86-9fe0-f8b830ccc667,cd8f332c-3d1c-45ca-9988-d419d146a219,Eats,completed,7/10/2020 15:05,7/10/2020 15:34,5.19,2.055519036
153b8a11-4857-4b5c-a285-b9add8e8ca2c,66646127-6bf7-4054-9317-e64514ee789a,70befa3e-ede0-49c2-9edb-b868960334c7,Eats,completed,7/24/2019 18:45,7/24/2019 18:52,1.97,0.784777135
0d9ca8dc-aaca-42f1-8093-927c17ebecec,3e5ec537-d9e3-4084-bbde-87ff410296fe,3eaa9ce7-7b45-47f0-852c-1e6ebb6bd0ae,Eats,completed,12/9/2020 11:59,12/9/2020 12:05,6.91,2.804514733
c816cc4d-b1b6-4056-a8ca-29560872d6d6,07ca7285-70c2-4fd6-a5cb-87360d0d77fa,f7942443-5ab5-4580-8138-65c2c57c9aea,Eats,completed,1/2/2020 20:52,1/2/2020 21:17,1.81,0.72163468
07fa1412-e7cf-46cb-86c1-c767d1459b68,27b823db-126f-4cb7-82d5-ee9529cc3e45,e50a4f05-90e6-4a3f-bc06-ffa346139cea,Eats,completed,6/26/2019 11:14,6/26/2019 11:55,2.71,1.230432149
0839ad1b-d6ec-48a8-a211-4fc473505cf6,1721fcc9-ad21-45bc-b0cd-61e894506e10,ced2cbda-0188-4413-a860-f16a2daabc95,P2P,completed,9/4/2019 21:41,9/4/2019 22:08,2.293812373,1.109212994
0964b679-0011-4645-a07c-1842847fdb42,1fe00398-c6ab-41b9-bf02-1f9be78e6acb,7dc867bd-76ef-4fc3-a82b-58d3b42bb98f,P2P,completed,6/3/2021 17:40,6/3/2021 18:19,9.838848737,4.112099648
0b8c0f0d-3f10-49d7-9a14-6148b207a751,9157eeb2-ea51-4079-9ce0-9dbf785d678a,217dda86-5522-46a4-864c-547cff938c6c,P2P,completed,8/30/2019 15:21,8/30/2019 15:47,2.940115613,0.976356351
112e8306-b203-495e-9210-ad650fa5fca7,3c4c2e90-d8dd-4707-b978-1b29d61366b6,36fe8d1f-0d58-4355-a172-6e62638b32fe,P2P,completed,2/1/2021 9:48,2/1/2021 10:19,2.999760133,3.036086079
15d773ec-d87b-4e98-ae17-f1ed512f1ac0,28f6bcbe-72bd-4799-83f5-1ac209dcd8f2,0d468479-fb60-483b-8bc4-6307522ada14,P2P,completed,10/16/2020 22:58,10/16/2020 23:07,8.150726186,6.580812117
25522741-219c-4cc0-92cf-ab4a372242ec,ab9f2029-b843-4c6a-9523-d3846511b5e5,10af775c-ccb5-4531-9666-dd9f5fcf558f,P2P,completed,9/3/2021 7:09,9/3/2021 7:38,3.517954832,1.421840414
3b35363e-72e2-4dca-b23b-7ac1c43de9b4,e96aacf9-845c-4660-9a9e-ec810340fc31,a7425a4c-d6fa-4fcb-a348-1d9afceff212,P2P,completed,5/20/2020 13:47,5/20/2020 14:06,50.66619291,40.86909676
4269cd08-6c42-4b20-8d68-82a201cbfde5,4c90761e-3dea-46d6-932d-0c0e94ac7832,ee404236-2fef-427e-805b-0c10e3af9d5d,Licensed,completed,5/4/2021 10:51,5/4/2021 10:56,1.145884369,0.307861349
5325879c-2890-4fdd-8290-abfd4b91615e,cf9d8b9d-7102-4ee3-a3a3-72d6d6235fcc,2478d2ba-79ae-4541-8f77-e5b474ce4e18,P2P,completed,5/26/2020 20:49,5/26/2020 20:53,3.95216653,1.494706301
7200c52a-e5c6-4d77-a248-5f85192368b8,f1c1b535-6364-42f0-b781-8e04d1aef904,8acbd9f7-e0df-4816-992d-86bec957d5af,P2P,completed,7/22/2021 9:17,7/22/2021 9:26,5.990394575,2.675147336
8d5570cb-52b2-40dd-a920-5996e4b1e6c1,2eedf43d-e2c7-4124-8340-75c1c5271da8,b060a496-f1dc-46d6-8558-08defbd3435c,P2P,completed,10/3/2019 0:34,10/3/2019 1:17,17.8890314,5.844800668
90b05983-02bd-443c-a555-30ec024ad3bc,2639713c-f223-4061-b9c4-73ebc055566b,3ca88100-1e17-4745-a616-061343878472,P2P,completed,9/14/2020 10:04,9/14/2020 10:34,2.204366827,1.602168978
92881f1a-bf6f-450b-ac68-db7abc1d7156,088a5599-cb87-4c52-94cf-cf55d228dcac,278d24e3-e5dc-4f59-a479-9af837e9a7a6,Licensed,completed,8/2/2021 20:06,8/2/2021 20:39,1.034890063,0.278751396
9aa5cd31-b5f7-4b9b-ab0b-0ecb59a292ef,9910db04-7886-47fc-9405-a1a858f401c3,b0a256b9-d6bd-49df-87c0-dfd98e2f007a,P2P,completed,10/7/2021 5:03,10/7/2021 5:03,3.25895862,2.635652117
9bcc28b2-da1b-44cb-a180-733a14400488,558f9846-8fc2-41a0-8d58-94354ff40833,7814fe90-2187-407b-814a-f9ab260a3cec,P2P,completed,1/24/2020 1:07,1/24/2020 1:57,7.118639579,5.157587166
a21f489a-85bd-48cc-8692-49c4afe52703,c95054f5-3663-4972-858b-3eb95c71ef6c,7fb75f6f-79c4-4559-8b28-76156fac87d5,P2P,completed,11/16/2020 22:33,11/16/2020 22:57,2.540708056,1.845507877
ad5f8919-197a-4fd7-95b8-72a917bab72a,ad9e8b1d-ae64-4b63-9655-45e1e9b2fee3,dc0f5028-abd2-4845-82d6-ecdee160aca2,Licensed,completed,7/5/2021 13:42,7/5/2021 13:44,23.26332872,5.91680465
bda46837-2c14-4fb1-a09c-a5061584adaa,9243aab5-0e85-4c6d-b929-2325850bc2a4,ad330b98-5a6d-4337-8b61-fa611ce941aa,P2P,completed,6/11/2021 22:10,6/11/2021 22:22,5.890853195,1.52314614
c5c3b4df-947c-4ca3-869d-1922b3f19b45,7c58fc76-2877-4f1c-9c88-ae89f97ca9b2,aef8aaa5-c95c-4fc2-aa9b-cd0c74746667,P2P,completed,4/14/2021 15:31,4/14/2021 16:17,2.447389325,1.664243023
d94fe05d-79d8-491c-81f9-17747889e06b,3af04b8c-cec7-4e67-b67b-c37eeb582cf5,a487aba4-7475-40ef-af4f-3fe61e5b7ca0,Licensed,completed,10/20/2019 18:36,10/20/2019 19:23,5.089484669,1.342130794
dc07cd3d-4006-49e7-9ae2-493a3dc4ef6c,484ace99-004d-4354-b01a-b94ba2b82a2a,b5250d53-e53e-4b2c-ab2e-bd67737e6e67,P2P,completed,12/9/2019 14:32,12/9/2019 15:28,5.46470223,4.549564143
f86a8181-d91b-43dc-b214-5e4ee93522a4,0dfdeeee-4c21-4aaf-a98c-30ecd3bb13a0,6087ce8e-d770-4617-99d0-aa33b875a3d3,Licensed,completed,2/9/2020 22:01,2/9/2020 22:58,\N,\N
b287172a-7c33-42e6-9ffb-1a97dc124f61,63a56038-9cc6-4869-b857-c6d0cadc2535,94f06bd6-bed7-4189-9aac-8af724e2559e,Eats,completed,8/19/2020 1:58,8/19/2020 2:17,1.59,0.522508441
ba9b341e-f34d-4d3d-9c5b-f3f249957337,c209fefa-dd5b-43f8-a560-8a82a8167c87,7d066b56-34a2-44f5-9cf0-ffcbfef95bb8,Eats,completed,2/13/2021 14:31,2/13/2021 14:59,4.31,1.198622585
77d8c100-9f02-4a57-8e51-7230e17022fe,d1d93794-f7a9-42b5-8797-09943bc12fef,177c4ca9-e042-420d-bd98-2ae87f96ab4c,Eats,completed,5/28/2021 19:01,5/28/2021 19:24,1.68,0.459461449
29f95efd-4de6-42ba-95ff-5f7a40d35165,d8c2eb62-2ab2-4586-afa1-0e5b8e6df24d,1c2e64b8-2f61-43f8-9d76-2a38d808c6fd,Eats,completed,3/5/2022 22:26,3/5/2022 22:59,3.12,0.758527351
d44b13fd-b519-4337-af73-58c7ace8c673,83912532-eb51-43e5-82ae-741374eac7da,72f45bfd-ba29-42f6-9f51-3c95b22fe5d2,Eats,completed,3/20/2021 20:39,3/20/2021 21:02,5.73,1.549407546
3e2972c8-815f-4700-9db8-9fe5ecf21e49,e9aad57e-4533-4790-928f-d64949c77f21,d010346e-7727-4143-9294-eb4dc38fa645,Eats,completed,9/30/2020 17:44,9/30/2020 18:44,5.44,1.171198791
77a2391a-453d-43f7-944b-bb70ecd1d264,6ce10ed5-7620-4c6d-a426-2f5269240d73,fc9960db-dd12-410e-bd80-1870bb65f73e,Eats,completed,12/30/2019 0:34,12/30/2019 1:15,4.39,3.170401113
2f485dce-a3c8-4f28-9ea4-36c3606a3356,9638bec3-ac98-4356-bd9b-81bd6598b12e,7c6ecb57-f33f-4cc0-86bb-a8318c374559,Eats,completed,10/30/2019 23:00,10/30/2019 23:39,3.74,0.807491563
95b00a9e-35df-43ca-b7b1-f5e3ff0d0e9e,78913640-a6d0-4726-bf22-61d353577a0a,1568f7d3-351a-4de6-b140-9c406537a800,Eats,completed,6/9/2021 22:13,6/9/2021 22:41,1.33,0.296586855
e8a13062-11be-48ae-b2e2-e50d2532ae74,0c663ced-cc7a-4b3c-9d88-2a7969fba4ff,11cc54ff-da22-4685-8578-75ccb8bc57dc,Eats,completed,8/18/2019 17:28,8/18/2019 17:54,6.36,1.368312139
f238835c-6552-4b3f-89df-f16e0d83f5f7,6d07d018-c3e0-474f-aa7c-511bc9aa0d35,47034b54-8a92-461a-9877-6cbd27839c0b,Eats,completed,4/18/2021 17:47,4/18/2021 17:55,6.46,2.55671227
1653b382-c7c4-4742-8f02-30a502aea337,ffe8d377-2f08-4caa-a0b2-ee74b4fc7210,504f2e6a-1163-4f28-a777-458b3c39aa1a,Eats,completed,10/6/2021 17:36,10/6/2021 18:17,5.15,1.031150318
1379736f-4046-4f3b-a21c-7657a0a32f60,bf8c7a19-1fda-4050-b704-48804fcf08e0,52cac68f-3697-4e0f-ad3a-d6f7445512d3,P2P,completed,9/16/2020 7:55,9/16/2020 8:04,7.160022526,2.441699998
1e32936d-b955-4d91-9363-9737294d28b8,ee99fb25-8469-4eee-900e-3297de1bf282,7f203a83-5029-47a6-8a2b-c7e0fed2b783,P2P,completed,1/2/2020 21:15,1/2/2020 21:58,10.56723401,3.368416484
40a13dbc-3768-4518-ab58-ae5bc007cfed,47cc3c18-1407-44ac-bc8f-23b4017125e2,ac684d44-89c1-4492-9a82-b6126e01ce05,P2P,completed,9/10/2019 23:01,9/10/2019 23:40,1.765291056,0.853737895
45dc8f13-d42c-429d-9a56-fcda58fdf57d,e233a1c8-f790-45dd-b6e0-f2e084bda460,ff71e172-f496-4bc1-b9e1-60f6c21ef570,Licensed,completed,8/1/2019 15:19,8/1/2019 16:01,5.408541758,1.425808391
6f229deb-29a1-4872-b18a-a60a9a5eabc4,849b89db-5fc0-45d0-a431-555711e09fb5,7b3206e9-6007-41b6-837d-bad5c0285730,P2P,completed,6/1/2020 21:17,6/1/2020 22:04,4.326011976,3.137154138
77112595-bb64-48a1-83b3-17673df7ff14,dab70686-e857-4b7d-8104-d9b356c3de6d,42bbb7b4-1a65-4f1c-816c-1e85c16c5383,P2P,completed,9/3/2021 17:40,9/3/2021 17:43,2.064967568,2.092259491
7a1a678e-f228-42e6-86f0-a6377536ccac,291626b3-afe4-4711-8029-94d6d39c1dc2,f1852891-4921-44c7-9fb6-a8b8c2c11dc5,P2P,completed,3/23/2020 17:00,3/23/2020 17:56,23.74281912,11.39128
8324624e-fa6c-4d40-af91-9044a8db5376,b07d62db-c07a-490a-9ed3-fd5262e7b060,ed7bfeed-9a50-4e28-90f3-24095675aadf,P2P,completed,8/8/2020 15:15,8/8/2020 15:55,4.124741891,2.991537613
86f0ce9d-753d-4f21-82b7-a497d4116406,cbf81744-c313-409c-afc7-94463c94c6f7,b5d08a09-8dd1-4f49-a96e-288732e56317,P2P,completed,9/24/2020 7:11,9/24/2020 7:41,2.373220259,0.721464392
c12c76bf-6922-40df-b20a-dd7ed4164abe,340907c4-b00d-45fd-bb10-7892617ff680,62118c48-a495-48dc-8ba0-abc166b4bb73,P2P,completed,11/27/2019 9:20,11/27/2019 10:19,2.365470885,0.847794052
c7bcea0a-2e3b-44e2-aabe-7c9b757aaf0e,89803b7e-45b5-480b-b2b3-cc149fc17340,0f8ab236-ff6b-4e2f-b78a-148482d98013,Licensed,completed,3/5/2021 10:56,3/5/2021 11:24,12.36190398,3.249433896
e30924c7-2af8-45e3-ab31-7abcbd685f55,ddf8127e-9d62-44bc-a86e-0d9115a616aa,0264cb34-a652-43aa-8bdf-87dc4be93904,Licensed,completed,1/25/2021 8:07,1/25/2021 8:54,3.99536338,1.055180765
ef93e1e5-12a8-4b91-bf77-c1b78c2b372e,469d6064-5600-4223-84df-025397f75cd4,52aef88d-531e-4d0d-9d0d-3e893287dd7d,P2P,completed,9/18/2021 15:14,9/18/2021 15:55,11.73593931,4.7261404
a2d64a2f-2dd1-4721-87f2-eb0a14f8357f,3b9b6886-ff07-45f2-b483-aab90b38380d,648e646d-4eff-4500-bd35-bd6b43b0dfc9,Logistics,completed,2/12/2022 20:47,2/12/2022 21:47,1.55,0.142205856
ed9cf66e-f283-44ff-bd89-f356e74c0c8c,823f3a0a-84a5-4e58-9c9f-d531547b4d7b,958c044f-896a-43c6-9cf7-4f749d56cc43,Eats,completed,6/26/2021 0:07,6/26/2021 0:39,1.22,0.344544489
5e172dc5-bc6a-421a-becb-ca674cdfae61,15200393-ac42-415f-9585-165fd8231a5d,b7203eea-194b-426c-812a-b4ef9ed96cb9,Eats,completed,9/9/2019 21:17,9/9/2019 21:35,0.97,0.390136793
5e52eb55-3d15-4dc5-ad3e-5b82c6ad15eb,901afb6c-c90a-476a-a3c7-71cb186ee1be,0012abf2-b837-4281-bdd6-396bd9ef1585,Eats,completed,1/20/2022 22:07,1/20/2022 23:04,0.34,0.160786881
bc90c690-6d50-4c55-942c-4497c08b1ea8,961bf393-1797-4e39-9344-67aaa4f873a9,037e7596-32f1-4ca4-9d68-f234818115f8,Eats,completed,1/12/2020 0:18,1/12/2020 0:37,2.69,0.750853486
6adbe78b-da55-40b8-8592-ce5397e6f59d,bbe85eb7-9d6a-4693-985e-2382269619fd,353c5c3d-2a36-43b8-a8b2-38e842febfb9,Eats,completed,3/2/2022 14:36,3/2/2022 15:23,1.96,0.928576436
5f0afc39-95a0-49ba-8e4a-33204bd34178,965aa113-44b3-49f8-908f-d6f6f1fc6d4a,d90ed1c6-c14d-4a80-8265-3cde98e86514,Eats,completed,2/9/2021 16:30,2/9/2021 16:38,0.63,0.255959077
1ef628a2-84e4-4c9b-8f08-8883060644fa,e4786b86-efc9-42e4-be9a-bdffd3cab9c8,9e093d7b-7056-4d21-bdd1-db46e3550211,Eats,completed,11/13/2020 16:45,11/13/2020 16:48,2.35,0.546705818
f6b7a5d6-30e3-450e-adf8-adbe320e2a25,1c649271-57c4-4493-9d6e-58300118fd0a,5f325cfd-a71e-4b29-9cc4-8c926e8bd35f,Eats,completed,5/18/2020 14:55,5/18/2020 14:55,4.29,1.078073485
918697a9-ae11-47ca-8d10-01e0f5d5d875,39db6d5c-23dd-4d6f-b2a5-e83d2250cc8d,d83d82b7-2086-466d-a3bb-1a0e07c3c8dd,Eats,completed,12/28/2019 11:12,12/28/2019 11:56,1.24,0.409105628
ce3bbd40-368b-4923-8bc2-339fc339496d,d5fa4315-a0ea-4927-b0d2-940d9631649c,d079a7ec-1379-45e8-89b9-d5b8d5ca5b61,Eats,completed,5/31/2021 22:20,5/31/2021 23:05,5.21,2.945053583
170f49c5-d8e8-41ad-9a6b-5b8607d60cf8,2b4bf30f-8c9a-4988-a295-e3f390b4c6bd,bf6d9a43-9cea-4dab-a205-5717d0b89001,P2P,completed,12/31/2019 11:25,12/31/2019 11:53,13.46261224,10.86479334
4cb495cc-5cff-4a23-9748-2d3dca19fec6,1799c1a7-5107-41fd-94ff-c4564e9dcfc7,08a75c7f-fd6e-45b8-91cd-9833202fd211,P2P,completed,12/20/2019 17:15,12/20/2019 17:42,1.583244514,0.417438835
500a20e7-8480-4e9a-8987-590562b75389,9b1416c9-6dad-4b85-8e77-7301712a6a8b,61c6d35e-b199-4a95-9349-565b46df628f,P2P,completed,6/1/2021 13:26,6/1/2021 14:02,14.94387594,3.878203935
9ac495b1-6b9e-407b-9488-64aa0481a2c5,8c6ea7f1-1eb5-4794-9a68-a1d31fe63727,f4dc0276-4aed-4bc1-a122-d6da12b49187,P2P,completed,4/26/2020 20:08,4/26/2020 20:57,0.530261552,0.222256158
bb19a232-19a9-4bc8-80b5-0b5a7b368282,03845fe3-8963-4ead-ba67-b708a026dd18,962960fb-dcbf-44aa-8c6c-821e76831473,P2P,completed,4/6/2021 11:26,4/6/2021 12:26,0.901459865,0.381719744
c4b5a80e-915a-4e22-81ee-32bb447b7768,969f08f4-94c4-483b-8a63-bda8439a3d3c,a0835e8d-b4d9-4fd7-a8cf-2e26e1c80d36,Licensed,completed,3/30/2021 10:54,3/30/2021 11:42,1.288185253,0.34518193
e3e5f01f-92e3-4a81-8306-7f5c00c1840a,fe5a5218-bce7-4d2f-92dd-c299a435014b,5656fd2f-1979-405e-94ff-820ad0466dd1,P2P,completed,6/27/2020 18:01,6/27/2020 18:39,2.781936769,2.020033996
f00aa227-3571-4b56-aaec-6ce106222d12,586c1501-281a-4f53-a022-c97890266cc5,2c6f785f-9306-4721-beeb-1812a3c44bec,P2P,completed,6/4/2021 17:22,6/4/2021 17:48,3.920404451,3.169101345
fe2de495-db40-4548-b45d-7d75f659a93a,8fd323f9-a488-4865-ab70-2fcce6157085,11cdc0c3-8cec-47a3-a77b-b45145ea949c,P2P,completed,7/27/2020 18:06,7/27/2020 19:02,4.339014712,2.087758451
90558c28-408b-48f0-bcc0-665ba5e89a55,02c6a851-4814-4c9d-a5be-5c9ac79c743b,559f632f-6ab6-492e-abec-25ba767c6b54,Eats,completed,7/18/2019 9:06,7/18/2019 9:41,1.7,0.477216814
76672fe4-ea49-4b01-aea8-0a121e44fe41,9d965e8f-1232-4fb2-80dd-ecfd1410a88d,5fdb7a60-48b5-4ebe-9061-f6c29dd26059,Eats,completed,9/25/2019 12:03,9/25/2019 12:25,2.12,0.593305099
f0f11bda-2aa7-4d36-bdea-221faeb8014d,844cd914-0922-46f0-a854-9df129e32976,23c75a2f-ce5a-4412-af66-98222b33e0ab,Eats,completed,10/27/2020 19:55,10/27/2020 20:22,3.86,1.749458333
67385490-c368-43a1-8530-01cde3f90c29,87a3c72b-099d-4079-b953-afbe8904879f,d23ca5f0-5584-4800-83e4-932bc669422d,Eats,completed,2/20/2021 16:26,2/20/2021 16:29,1.98,0.788723538
5d5047de-a42f-42fa-97bc-bcb875f0c0de,84cae1d3-30a1-43bd-83eb-6025ef472ac1,ca2e5268-4bad-466c-8e53-3c61746de36b,Logistics,completed,7/8/2021 18:49,7/8/2021 18:54,0.73,0.073016341
dfe73430-beec-4521-a0bc-67072bc2d74c,485d5367-7d73-48f5-aa13-9bcf5059d7f0,2a6f52d8-5dac-4087-bdd6-d0f041fca301,Eats,completed,10/15/2021 14:12,10/15/2021 14:46,8.88,3.60197389
f007f0d4-14e7-498f-85a8-21162c0d3bd5,3b4cb978-9427-4bd6-8315-2ca324d29620,dc7f041f-b4c6-4964-981a-fefc8ad62a2e,Eats,completed,11/28/2021 20:26,11/28/2021 21:21,7.28,3.429087111
6402e658-d9a9-46ac-bad7-e8f0a6eb2899,130ba148-55de-45e4-b45c-91af5d9f964f,edc1f47d-0b80-4729-bcf6-c4732274cc32,Eats,completed,5/11/2020 16:04,5/11/2020 16:52,2.23,0.67183842
b525fef1-0212-4cdc-b96c-84ed4ae97339,c7a0428d-8b56-4e05-8b6d-d4a9086d662e,67b0a5e0-4300-4028-9261-702cb2b1b568,Eats,completed,6/25/2019 7:43,6/25/2019 8:32,0.85,0.342779952
3a4e81b9-31ce-43be-be75-5faaa20f2909,3d718ad5-806a-4cdc-83e3-523336a8056c,798b1347-7974-4f18-8469-28b4715ece58,Logistics,completed,10/30/2020 13:09,10/30/2020 13:48,2.77,0.256562351
c2fcd63d-8f09-427d-9381-0d01a82562be,70bbf6ac-9501-4339-81d6-6791f22366a3,436c0b7e-e249-459d-90d5-4fa2c5be792c,Eats,completed,9/29/2021 13:26,9/29/2021 14:11,4.63,2.096980213
7d971400-15cf-40f6-a544-584c1864a699,e7228a05-655e-4a44-a284-1d41cc1291fd,cde040e6-a2c7-4999-8bd8-f7b5807a8854,Eats,completed,10/12/2020 12:00,10/12/2020 12:15,7.08,3.999474411
3467cd0b-09df-45cf-b57d-c3c4ee4ead70,fd299dd5-8b4f-4cec-8fbe-e3f4e5861dba,6c212461-0430-4357-81df-5851e4556aa1,Eats,completed,8/2/2021 12:07,8/2/2021 12:33,2.38,1.882859949
c8539674-44e0-4c24-915a-debf0a258307,88d09f0c-1fa5-498e-bf32-9d3d15d079ea,536022ca-2108-4547-85bf-ce51e5b12b9f,Eats,completed,1/19/2021 13:34,1/19/2021 13:48,6.75,2.018722936
08d3bb82-233c-4bf0-a604-367f21da1662,9e144b70-f8e6-44b7-88ae-82422b77c2a5,d6abcdab-7026-45d7-aa80-10c6d3962f94,P2P,completed,7/23/2020 22:24,7/23/2020 22:30,2.154474412,0.675623049
0a1f8d86-2fbc-4361-88b5-0b9d92e5fd0b,3fe78ba7-4c95-4c12-9d8f-3826a26c3345,af37cdaa-d576-4c04-85e5-62943fe57495,P2P,completed,1/13/2022 9:38,1/13/2022 10:24,2.451206341,0.642264437
14a74ff3-1f1e-47f1-8b89-b78903e59df3,8800df42-d405-4c02-be2b-33b68c5974cc,0e325c2d-5cc3-41fe-9c37-d19c6cf22563,P2P,completed,11/28/2020 20:17,11/28/2020 20:45,15.2798252,7.34729652
16417dc6-5aeb-4ffd-bf58-94bf4c04e2f9,95d08cd4-d5f5-4725-9aab-1bae6b17c9e3,12a604d0-d4c4-4b2a-8dbd-67ffd9d19bae,P2P,completed,6/17/2020 12:40,6/17/2020 13:10,15.00457393,15.06196311
1a9d8f2b-fdea-42f1-a009-6d2b30aab185,dbfde64b-49fc-4ae1-b160-5b8fd7705378,d5baee95-db85-45b0-a6c5-a7842c656db9,P2P,completed,11/29/2021 13:35,11/29/2021 14:25,19.63854486,9.441092182
