hhld_id,drvr_cnt,veh_cnt,min_age,hoh_age,max_age,avg_age,min_mon_lic,hoh_mon_lic,max_mon_lic,avg_mon_lic,cnt_yth,cnt_female,cnt_male,cnt_married,cnt_single,hoh_married,cnt_auto,cnt_mtrcyc,avg_majr_viol,cnt_majr_viol,cnt_minr_viol,avg_minr_viol,cnt_lic_susp,curnt_insurer,time_w_carr,inforce_ind,prior_bi,fire_ind,homeowner_ind,veh_lien_cnt,veh_lease_cnt,veh_own_cnt,monthly_pay_ind,veh_w_coll_cnt,veh_w_comp_cnt,veh_w_ers_cnt,curnt_bi_low,curnt_bi_upp,credit_score,zipcode
1606,1,1,43.22081889,43.22081889,43.22081889,43.22081889,326.6498267,326.6498267,326.6498267,326.6498267,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,OTHER,1,1,1.00E+05,0,1,NA,0,0,1,1,1,1,25,25,850,87096
7159,1,1,35.19233788,35.19233788,35.19233788,35.19233788,230.3080546,230.3080546,230.3080546,230.3080546,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,MISSING,NA,0,NA,1,0,NA,0,0,0,1,1,1,25,25,447.8670589,92002
17716,1,1,48.68786128,48.68786128,48.68786128,48.68786128,392.2543353,392.2543353,392.2543353,392.2543353,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,AMERICAN FAMILY,1,1,1.00E+05,0,0,NA,0,0,1,0,0,1,25,25,649.6203921,98013
12986,1,1,34.62776653,34.62776653,34.62776653,34.62776653,223.5331984,223.5331984,223.5331984,223.5331984,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,GEICO,3.5,1,250000,0,1,NA,1,0,1,1,1,1,100,100,753.2170949,99697
8353,1,1,25.6013996,25.6013996,25.6013996,25.6013996,115.2167952,115.2167952,115.2167952,115.2167952,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,OTHER,0,1,50000,1,0,NA,0,1,1,1,1,1,25,25,671.5683549,91804
3906,4,4,23.53954678,53.11725182,55.50726631,38.92590292,90.47456142,445.4070218,474.0871957,275.1108351,0,2,2,3,1,TRUE,4,0,0,0,0,0,0,LIBERTY MUTUAL,5,1,250000,0,1,NA,0,1,1,4,4,3,100,100,689.1993782,92002
16616,1,1,38.86026883,38.86026883,38.86026883,38.86026883,274.3232259,274.3232259,274.3232259,274.3232259,0,1,0,1,0,TRUE,1,0,0,0,0,0,0,MISSING,NA,0,NA,0,0,NA,0,0,0,1,1,1,25,25,553.4713318,80672
11569,2,2,29.50123636,75.601548,75.601548,52.55139218,162.0148363,715.218576,715.218576,438.6167062,0,1,1,2,0,TRUE,2,0,0,0,0,0,0,ALLSTATE,5,1,250000,0,1,NA,0,0,1,1,1,1,50,50,NA,59004
7835,1,1,31.63334979,31.63334979,31.63334979,31.63334979,187.6001974,187.6001974,187.6001974,187.6001974,0,1,0,1,0,TRUE,1,0,0,0,0,0,0,MISSING,NA,0,NA,0,0,NA,0,0,0,0,0,0,25,25,519.096426,23092
18679,1,1,53.22698499,53.22698499,53.22698499,53.22698499,446.7238199,446.7238199,446.7238199,446.7238199,0,1,0,1,0,TRUE,1,0,0,0,0,0,0,MISSING,NA,0,NA,0,0,NA,0,0,0,0,0,1,250,250,607.7034756,51365
8004,1,1,52.12984692,52.12984692,52.12984692,52.12984692,386.6646217,339.7710804,339.7710804,339.7710804,0,0,1,0,1,FALSE,1,0,0,0,1,1,0,ALLSTATE,1.5,1,50000,0,0,NA,0,1,0,1,1,1,100,100,537.0031352,69073
12420,1,1,57.02414251,57.02414251,57.02414251,57.02414251,492.2897102,492.2897102,492.2897102,492.2897102,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,ALLSTATE,5,1,1.00E+05,1,0,NA,0,0,0,0,0,0,50,50,600.516935,54018
4900,2,2,24.71717881,44.60405713,44.60405713,34.66061797,104.6061457,343.2486856,343.2486856,223.9274156,0,1,1,2,0,TRUE,2,0,0,0,2,1,0,OTHER,1,1,25000,1,1,NA,0,1,1,2,2,2,25,25,607.9579489,10012
298,1,1,19.81518241,19.81518241,19.81518241,19.81518241,45.7821889,45.7821889,45.7821889,45.7821889,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,MISSING,NA,0,NA,1,0,NA,0,0,0,1,1,1,25,25,550.3650041,68294
1682,1,1,26.15356742,26.15356742,26.15356742,26.15356742,121.8428091,121.8428091,121.8428091,121.8428091,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,OTHER,2.5,1,1.00E+05,0,1,NA,0,0,0,0,0,0,25,25,534.5668675,15154
11660,1,1,32.35168748,32.35168748,32.35168748,32.35168748,131.9784067,67.73656357,67.73656357,67.73656357,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,OTHER,5,1,25000,0,0,NA,0,0,0,1,1,1,50,50,671.5248507,52611
83,1,1,45.88198165,45.88198165,45.88198165,45.88198165,358.5837798,358.5837798,358.5837798,358.5837798,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,GEICO,1,1,25000,1,0,NA,0,1,1,0,0,0,25,25,535.8751443,36517
3206,2,1,25.06221796,49.58017401,49.58017401,37.32119598,108.7466155,402.9620881,402.9620881,255.8543518,0,1,1,2,0,TRUE,1,0,0,0,1,0.5,0,MISSING,NA,0,NA,1,0,NA,0,1,1,1,1,1,25,25,759.8246165,56335
9008,1,1,59.27163248,59.27163248,59.27163248,59.27163248,519.2595897,519.2595897,519.2595897,519.2595897,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,FARMERS,5,1,250000,0,0,NA,0,1,1,0,0,1,25,25,715.6640313,84411
13663,2,2,42.0025678,54.43891872,54.43891872,48.22074326,312.0308136,461.2670247,461.2670247,386.6489191,0,2,0,2,0,TRUE,2,0,0,0,0,0,0,PROGRESSIVE,2.5,1,250000,1,1,NA,0,1,0,1,1,1,100,100,752.9360704,55402
10367,1,1,61.87151139,61.87151139,61.87151139,61.87151139,550.4581367,550.4581367,550.4581367,550.4581367,0,0,1,1,0,TRUE,1,0,0,0,2,2,0,MISSING,NA,0,NA,0,0,NA,0,1,0,1,1,1,25,25,745.798169,19087
7219,1,1,31.7999314,31.7999314,31.7999314,31.7999314,189.5991768,189.5991768,189.5991768,189.5991768,0,1,0,0,1,FALSE,1,0,0,0,2,2,0,NATIONWIDE,3.5,1,25000,1,1,NA,0,1,1,0,0,0,25,25,704.4081086,99697
15674,2,1,16,53.87430845,53.87430845,34.93715423,0,454.4917014,454.4917014,227.2458507,1,2,0,1,1,TRUE,1,0,0,0,2,1,0,NATIONWIDE,3,1,250000,0,1,NA,0,0,0,1,1,1,25,25,850,51467
6885,1,1,35.83556807,35.83556807,35.83556807,35.83556807,238.0268169,238.0268169,238.0268169,238.0268169,0,1,0,1,0,TRUE,1,0,0,0,0,0,0,OTHER,5,1,1.00E+05,0,0,NA,0,1,0,1,1,1,25,25,615.2261844,58574
11321,1,1,58.77398289,58.77398289,58.77398289,58.77398289,513.2877947,513.2877947,513.2877947,513.2877947,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,MISSING,NA,0,NA,0,1,NA,0,1,1,0,0,0,25,25,744.025977,19087
14652,1,1,51.44110922,51.44110922,51.44110922,51.44110922,425.2933107,425.2933107,425.2933107,425.2933107,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,LIBERTY MUTUAL,5,1,25000,0,1,NA,0,1,1,1,1,1,50,50,524.0337598,78567
8871,1,1,52.07792488,52.07792488,52.07792488,52.07792488,432.9350986,432.9350986,432.9350986,432.9350986,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,MISSING,NA,0,NA,0,0,NA,0,0,0,1,1,1,100,100,685.7473342,52074
6650,1,1,50.83429919,50.83429919,50.83429919,50.83429919,418.0115903,418.0115903,418.0115903,418.0115903,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,PROGRESSIVE,5,1,25000,0,0,NA,0,0,0,0,0,1,25,25,712.2278623,83569
5309,1,1,56.73070383,56.73070383,56.73070383,56.73070383,488.7684459,488.7684459,488.7684459,488.7684459,0,0,1,1,0,TRUE,1,0,0,0,0,0,0,FARMERS,4,1,50000,0,0,NA,0,1,0,1,1,1,100,100,682.8585683,13765
16706,2,2,46.86490729,64.39240918,64.39240918,55.62865823,370.3788874,580.7089101,580.7089101,475.5438988,0,0,2,2,0,TRUE,2,0,0,0,0,0,0,PROGRESSIVE,3,1,250000,1,1,NA,0,2,0,1,1,1,25,25,744.9661233,41568
9787,1,1,47.35048861,47.35048861,47.35048861,47.35048861,319.7607901,263.315717,263.315717,263.315717,0,0,1,1,0,TRUE,1,0,0,0,0,0,0,MISSING,NA,0,NA,1,0,NA,0,0,0,1,1,1,25,25,578.4653452,11234
7541,2,3,34.71866275,61.45852268,61.45852268,48.08859271,224.6239529,545.5022722,545.5022722,385.0631126,0,0,2,1,1,TRUE,3,0,0,0,0,0,0,MISSING,NA,0,NA,1,1,NA,0,1,0,2,1,0,50,50,739.394985,58574
10283,4,2,24.22241664,43.71511538,43.71511538,38.84194069,98.66899963,332.5813845,332.5813845,274.1032883,0,2,2,2,2,TRUE,2,0,0,0,1,0.25,0,OTHER,0.5,1,25000,0,1,NA,0,0,1,1,1,0,50,50,608.9690624,91804
17067,1,1,39.31806161,39.31806161,39.31806161,39.31806161,279.8167393,279.8167393,279.8167393,279.8167393,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,PROGRESSIVE,5,1,50000,1,1,NA,0,0,0,1,1,1,25,25,573.8612816,31675
9814,1,2,18.75630894,18.75630894,18.75630894,18.75630894,33.07570724,33.07570724,33.07570724,33.07570724,0,1,0,0,1,FALSE,2,0,0,0,0,0,0,AMERICAN FAMILY,0,1,25000,0,0,NA,0,0,0,2,2,1,25,25,617.800363,58368
19519,1,1,32.46028481,32.46028481,32.46028481,32.46028481,197.5234177,197.5234177,197.5234177,197.5234177,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,MISSING,NA,0,NA,0,1,NA,0,0,0,1,1,1,25,25,641.8684443,15290
15437,1,1,61.47640586,61.47640586,61.47640586,61.47640586,545.7168703,545.7168703,545.7168703,545.7168703,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,FARMERS,5,1,250000,0,0,NA,0,0,0,1,1,1,25,25,590.1159235,16107
4280,2,2,16,39.64633061,39.64633061,27.82316531,0,283.7559673,283.7559673,141.8779837,1,1,1,2,0,TRUE,2,0,0,0,0,0,0,GEICO,0.5,1,25000,1,1,NA,0,0,1,1,1,0,25,25,731.287047,17490
2364,2,2,38.6378506,61.99899895,61.99899895,50.31842478,271.6542072,551.9879875,551.9879875,411.8210973,0,0,2,2,0,TRUE,2,0,0,0,1,0.5,0,GEICO,5,1,1.00E+05,1,1,NA,0,1,0,0,1,1,100,100,768.6973933,37564
1727,2,3,25.77190999,60.90193819,60.90193819,43.33692409,117.2629199,538.8232583,538.8232583,328.0430891,0,1,1,1,1,TRUE,3,0,0,0,0,0,0,MISSING,NA,0,NA,0,1,NA,0,3,1,1,1,0,25,25,NA,71585
12488,1,2,37.51885025,37.51885025,37.51885025,37.51885025,258.226203,258.226203,258.226203,258.226203,0,0,1,0,1,FALSE,2,0,0,0,0,0,0,ALLSTATE,1,1,1.00E+05,0,1,NA,0,0,1,0,1,0,50,50,707.5979708,71258
17136,1,1,58.04139534,58.04139534,58.04139534,58.04139534,504.496744,504.496744,504.496744,504.496744,0,1,0,0,1,FALSE,1,0,0,0,2,2,0,MISSING,NA,0,NA,0,0,NA,0,0,1,0,0,0,25,25,NA,70095
9602,1,1,35.39149954,35.39149954,35.39149954,35.39149954,232.6979945,232.6979945,232.6979945,232.6979945,0,1,0,1,0,TRUE,1,0,0,0,0,0,0,MISSING,NA,0,NA,0,0,NA,0,0,0,1,1,1,25,25,610.6525175,52758
3145,1,1,47.84375916,47.84375916,47.84375916,47.84375916,382.1251099,382.1251099,382.1251099,382.1251099,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,MISSING,NA,0,NA,0,0,NA,0,0,0,1,1,1,100,100,751.4520221,97231
4259,1,2,40.07217429,40.07217429,40.07217429,40.07217429,288.8660915,288.8660915,288.8660915,288.8660915,0,0,1,0,1,FALSE,2,0,0,0,0,0,0,OTHER,1,1,25000,0,0,NA,0,1,0,1,1,1,100,100,484.599514,32997
13362,1,1,41.17292557,41.17292557,41.17292557,41.17292557,302.0751068,302.0751068,302.0751068,302.0751068,0,0,1,0,1,FALSE,1,0,0,0,1,1,0,MISSING,NA,0,NA,1,0,NA,0,0,1,1,1,1,100,100,850,36529
14289,3,1,16,59.62846897,63.03318126,46.22055008,0,523.5416277,564.3981751,362.6466009,1,1,2,3,0,TRUE,1,0,0,0,0,0,0,GEICO,1,1,1.00E+05,0,1,NA,0,1,0,1,1,1,100,100,716.0657954,55402
4064,2,1,43.14127647,54.07610903,54.07610903,48.60869275,325.6953176,456.9133083,456.9133083,391.304313,0,0,2,2,0,TRUE,1,0,0,0,2,1,0,GEICO,0,1,50000,0,0,NA,0,0,1,1,1,1,25,25,587.7937558,25545
11458,2,1,40.8647161,61.07868438,61.07868438,50.97170024,298.3765932,540.9442125,540.9442125,419.6604029,0,1,1,2,0,TRUE,1,0,0,0,0,0,0,OTHER,5,1,25000,0,1,NA,0,1,1,0,0,0,25,25,648.8825584,11234
4456,3,1,32.00210561,47.98397758,72.251519,50.74586739,192.0252673,383.8077309,675.018228,416.9504087,0,1,2,2,1,TRUE,1,0,0,0,0,0,0,MISSING,NA,0,NA,1,1,NA,0,1,0,1,1,1,100,100,527.1274772,19087
4992,2,1,41.3695788,43.44329605,43.44329605,42.40643743,304.4349456,329.3195526,329.3195526,316.8772491,0,2,0,1,1,TRUE,1,0,0,0,0,0,0,AMERICAN FAMILY,5,1,1.00E+05,1,0,NA,0,0,0,1,1,1,25,25,611.6609209,37564
5566,1,2,78.81155413,78.81155413,78.81155413,78.81155413,753.7386496,753.7386496,753.7386496,753.7386496,0,1,0,0,1,FALSE,2,0,0,0,0,0,0,MISSING,NA,0,NA,0,1,NA,0,0,1,1,1,1,250,250,471.9512976,99697
16598,1,1,42.21704125,42.21704125,42.21704125,42.21704125,314.6044951,314.6044951,314.6044951,314.6044951,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,MISSING,NA,0,NA,1,1,NA,0,0,0,1,1,1,250,250,595.0013221,58574
19512,2,2,16,59.83414479,59.83414479,37.9170724,0,526.0097375,526.0097375,263.0048687,1,0,2,2,0,TRUE,2,0,0,0,0,0,0,MISSING,NA,0,NA,1,1,NA,0,0,0,2,2,1,250,250,618.7101055,12124
15016,2,2,31.80732761,67.48157907,67.48157907,49.64445334,189.6879313,617.7789488,617.7789488,403.73344,0,2,0,2,0,TRUE,2,0,0,0,0,0,0,OTHER,1.5,1,1.00E+05,1,1,NA,0,1,1,2,2,2,25,25,769.6610696,32997
10396,1,1,57.79808402,57.79808402,57.79808402,57.79808402,501.5770083,501.5770083,501.5770083,501.5770083,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,AMERICAN FAMILY,5,1,25000,0,0,NA,0,0,0,1,1,1,25,25,611.4591145,69073
3570,2,2,29.3046674,43.21702738,43.21702738,36.26084739,159.6560088,326.6043286,326.6043286,243.1301687,0,1,1,1,1,TRUE,2,0,0,0,0,0,0,LIBERTY MUTUAL,4,1,25000,0,0,NA,0,1,0,1,1,1,100,100,554.914168,39952
2723,1,1,53.37293532,53.37293532,53.37293532,53.37293532,448.4752238,448.4752238,448.4752238,448.4752238,0,0,1,0,1,FALSE,0,1,0,0,0,0,0,MISSING,NA,0,NA,0,0,NA,0,0,0,1,1,1,50,50,573.9641561,15154
14252,2,2,46.60169782,54.00235146,54.00235146,50.30202464,367.2203739,456.0282175,456.0282175,411.6242957,0,1,1,2,0,TRUE,2,0,0,0,0,0,0,PROGRESSIVE,3,1,250000,1,1,NA,0,0,0,0,0,0,50,50,660.8277487,98563
11947,1,1,36.32013493,36.32013493,36.32013493,36.32013493,243.8416192,243.8416192,243.8416192,243.8416192,0,1,0,0,1,FALSE,0,1,0,0,0,0,0,ALLSTATE,1.5,1,250000,0,0,NA,0,1,0,1,1,1,25,25,806.7716245,65789
7590,3,1,27.14107791,44.83788584,53.85612115,41.9450283,133.692935,346.0546301,454.2734538,311.3403396,0,2,1,2,1,TRUE,1,0,0,0,1,0.333333333,0,GEICO,5,1,1.00E+05,0,1,NA,0,0,0,0,0,0,100,100,723.0303361,59004
7945,1,1,55.40340241,55.40340241,55.40340241,55.40340241,472.8408289,472.8408289,472.8408289,472.8408289,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,OTHER,1,1,50000,1,1,NA,0,0,0,1,1,1,25,25,633.1963455,80696
17282,2,2,54.45681997,64.78009141,64.78009141,59.61845569,461.4818396,585.3610969,585.3610969,523.4214683,0,1,1,2,0,TRUE,2,0,0,0,0,0,0,PROGRESSIVE,5,1,250000,0,0,NA,0,0,0,2,2,1,25,25,591.7992572,51365
5633,2,2,39.27195301,52.10620814,52.10620814,45.68908057,279.2634361,433.2744977,433.2744977,356.2689669,0,1,1,1,1,TRUE,2,0,0,0,0,0,0,PROGRESSIVE,4.5,1,25000,0,1,NA,0,1,1,1,1,1,25,25,588.8504726,32997
4566,1,1,61.49477224,61.49477224,61.49477224,61.49477224,495.6919827,445.4466984,445.4466984,445.4466984,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,PROGRESSIVE,1.5,1,1.00E+05,0,0,NA,0,1,0,1,1,1,25,25,793.7215107,21894
17642,3,2,16,48.92820187,78.66505263,47.86441817,0,395.1384224,751.9806316,382.373018,1,3,0,2,1,TRUE,2,0,0,0,0,0,0,OTHER,0.5,1,25000,0,0,NA,1,0,0,2,2,1,50,50,822.8626468,65789
12310,2,1,34.38669466,46.95756346,46.95756346,40.67212906,220.640336,371.4907616,371.4907616,296.0655488,0,1,1,2,0,TRUE,1,0,0,0,0,0,0,NATIONWIDE,1,1,250000,0,0,NA,0,1,1,1,1,1,50,50,850,10012
2871,1,1,34.91958316,34.91958316,34.91958316,34.91958316,227.0349979,227.0349979,227.0349979,227.0349979,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,MISSING,NA,0,NA,0,0,NA,0,0,0,0,0,1,25,25,625.7371899,38912
14770,2,1,16,55.17227161,55.17227161,35.5861358,0,470.0672593,470.0672593,235.0336297,1,0,2,2,0,TRUE,1,0,0,0,0,0,0,MISSING,NA,0,NA,0,0,NA,0,0,0,1,1,1,25,25,694.2099245,88728
28,2,2,44.93891005,56.42482331,56.42482331,50.68186668,347.2669206,485.0978798,485.0978798,416.1824002,0,2,0,2,0,TRUE,2,0,0,0,0,0,0,GEICO,2,1,1.00E+05,0,1,NA,0,1,0,1,1,1,100,100,690.2941291,52611
14640,1,1,48.72559622,48.72559622,48.72559622,48.72559622,392.7071546,392.7071546,392.7071546,392.7071546,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,GEICO,3,1,250000,0,1,NA,0,1,0,0,0,0,25,25,764.8060017,78567
10178,2,1,37.02488955,41.83089404,41.83089404,39.4278918,252.2986746,309.9707285,309.9707285,281.1347015,0,1,1,1,1,TRUE,1,0,0,0,1,0.5,0,MISSING,NA,0,NA,0,0,NA,0,1,1,1,1,1,100,100,764.210571,81525
4865,1,2,16,16,16,16,0,0,0,0,1,1,0,0,1,FALSE,2,0,0,0,0,0,0,MISSING,NA,0,NA,0,1,NA,0,0,0,1,1,1,250,250,584.1429861,43446
14708,1,1,51.19743033,51.19743033,51.19743033,51.19743033,380.6238199,338.8784759,338.8784759,338.8784759,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,GEICO,2,1,25000,1,1,NA,0,0,0,1,1,1,100,100,NA,59004
10474,1,1,36.50905594,36.50905594,36.50905594,36.50905594,246.1086713,246.1086713,246.1086713,246.1086713,0,1,0,0,1,FALSE,1,0,0,0,2,2,0,MISSING,NA,0,NA,1,0,NA,0,0,0,1,1,1,25,25,672.3308529,50270
72,2,1,32.4669185,52.62839816,52.62839816,42.54765833,197.603022,439.5407779,439.5407779,318.5719,0,1,1,2,0,TRUE,1,0,0,0,1,0.5,0,OTHER,0.5,1,1.00E+05,0,0,NA,0,0,1,1,1,1,25,25,589.6028242,87108
14882,2,1,28.02167666,68.87457724,68.87457724,48.44812695,144.2601199,634.4949269,634.4949269,389.3775234,0,0,2,1,1,TRUE,1,0,0,0,0,0,0,OTHER,2.5,1,250000,0,1,NA,0,0,0,1,1,1,100,100,410.6962573,83031
90,2,2,37.43711744,44.18560994,44.18560994,40.81136369,257.2454093,338.2273192,338.2273192,297.7363643,0,0,2,2,0,TRUE,2,0,0,0,0,0,0,OTHER,3.5,1,250000,0,1,NA,0,0,1,1,1,1,250,250,663.5653338,68294
1219,2,2,45.16350625,59.49132446,59.49132446,52.32741535,349.962075,521.8958935,521.8958935,435.9289842,0,2,0,2,0,TRUE,2,0,0,0,0,0,0,OTHER,1,1,50000,0,1,NA,1,1,0,1,1,1,25,25,678.3236668,59004
13875,2,1,21.39610157,52.99640601,52.99640601,37.19625379,64.75321879,443.9568721,443.9568721,254.3550454,0,1,1,2,0,TRUE,1,0,0,0,0,0,0,GEICO,5,1,25000,1,0,NA,0,0,0,1,1,1,25,25,597.103851,96391
18482,1,1,19.08335042,19.08335042,19.08335042,19.08335042,37.00020499,37.00020499,37.00020499,37.00020499,0,1,0,0,1,FALSE,1,0,0,0,1,1,1,NATIONWIDE,4,1,50000,1,0,NA,0,0,0,1,1,1,25,25,692.9962745,15154
17442,1,2,26.57415171,26.57415171,26.57415171,26.57415171,126.8898205,126.8898205,126.8898205,126.8898205,0,1,0,0,1,FALSE,2,0,0,0,2,2,0,PROGRESSIVE,1,1,1.00E+05,0,0,NA,0,0,0,1,1,1,100,100,492.5612202,15906
15001,2,1,62.09835077,65.70601448,65.70601448,63.90218263,553.1802092,596.4721738,596.4721738,574.8261915,0,1,1,1,1,TRUE,1,0,0,0,0,0,0,NATIONWIDE,4,1,1.00E+05,0,0,NA,0,1,0,1,1,1,25,25,615.060573,80672
11003,2,1,42.66048026,78.45160492,78.45160492,60.55604259,319.9257632,749.4192591,749.4192591,534.6725111,0,2,0,2,0,TRUE,1,0,0,0,0,0,0,OTHER,4.5,1,25000,0,1,NA,0,0,0,0,0,1,100,100,774.5618602,98013
12467,1,1,64.49341199,64.49341199,64.49341199,64.49341199,581.9209439,581.9209439,581.9209439,581.9209439,0,0,1,0,1,FALSE,1,0,0,0,1,1,0,MISSING,NA,0,NA,0,0,NA,0,0,1,0,0,1,50,50,639.8292017,85923
8802,1,1,16,16,16,16,0,0,0,0,1,0,1,0,1,FALSE,1,0,0,0,0,0,0,MISSING,NA,0,NA,0,0,NA,0,1,0,0,0,0,25,25,659.8982552,65163
10005,3,3,18.9990807,43.76889196,54.71904669,39.16233978,35.98896837,333.2267035,464.6285603,277.9480774,0,3,0,2,1,TRUE,3,0,0,0,0,0,0,MISSING,NA,0,NA,0,1,NA,0,1,0,1,1,0,100,100,624.2586586,12124
19449,1,1,40.99322902,40.99322902,40.99322902,40.99322902,299.9187482,299.9187482,299.9187482,299.9187482,0,0,1,1,0,TRUE,1,0,0,0,0,0,0,MISSING,NA,0,NA,0,0,NA,0,0,0,1,1,1,50,50,592.2417804,36517
10733,2,2,30.51475563,62.97079717,62.97079717,46.7427764,140.7849003,563.649566,563.649566,352.2172331,0,0,2,1,1,TRUE,2,0,0,0,0,0,0,OTHER,4,1,250000,1,1,NA,0,2,0,0,0,0,25,25,465.97411,79528
19796,1,2,48.11987,48.11987,48.11987,48.11987,385.43844,385.43844,385.43844,385.43844,0,0,1,0,1,FALSE,2,0,0,0,0,0,0,MISSING,NA,0,NA,0,1,NA,0,0,0,1,1,1,250,250,535.2944713,80696
4617,4,3,24.16646471,40.68311023,48.9441294,40.68445843,97.99757649,296.1973227,395.3295528,296.2135012,0,2,2,2,2,TRUE,3,0,0,0,0,0,0,LIBERTY MUTUAL,5,1,1.00E+05,0,1,NA,0,2,0,2,2,0,50,50,668.7677863,38537
12475,2,1,44.25640124,53.97634287,53.97634287,49.11637206,339.0768149,455.7161145,455.7161145,397.3964647,0,2,0,2,0,TRUE,1,0,0,0,0,0,0,MISSING,NA,0,NA,0,1,NA,0,0,1,0,0,1,50,50,733.9015632,80696
2495,2,1,25.36726733,61.46781404,61.46781404,43.41754069,68.92978017,545.6137685,545.6137685,307.2717743,0,1,1,1,1,TRUE,1,0,0,0,0,0,0,MISSING,NA,0,NA,1,0,NA,0,1,0,1,1,1,25,25,705.214338,17490
1947,2,1,16,58.05001701,58.05001701,37.0250085,0,504.6002041,504.6002041,252.300102,1,0,2,0,2,FALSE,1,0,0,0,0,0,0,NATIONWIDE,4.5,1,50000,1,0,NA,0,0,0,0,0,0,25,25,764.53729,44924
16934,1,1,36.70322433,36.70322433,36.70322433,36.70322433,248.438692,248.438692,248.438692,248.438692,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,PROGRESSIVE,0,1,50000,0,0,NA,0,0,0,1,1,1,50,50,744.3422377,52758
378,3,1,16,57.84751531,63.83801637,45.89517723,0,502.1701837,574.0561965,358.7421267,1,2,1,2,1,TRUE,1,0,0,0,0,0,0,ALLSTATE,4,1,1.00E+05,1,1,NA,1,0,1,1,1,1,25,25,589.1675049,36517
2371,1,1,25.08695646,25.08695646,25.08695646,25.08695646,109.0434776,109.0434776,109.0434776,109.0434776,0,1,0,1,0,TRUE,1,0,0,0,3,3,0,MISSING,NA,0,NA,0,1,NA,0,0,1,1,1,1,25,25,654.1898626,43446
17040,2,3,33.31578374,65.38573215,65.38573215,49.35075795,207.7894049,592.6287858,592.6287858,400.2090954,0,1,1,2,0,TRUE,3,0,0,0,0,0,0,NATIONWIDE,0.5,1,50000,0,0,NA,0,0,1,1,1,0,100,100,558.9718032,69073
5408,2,3,35.54761055,55.74073317,55.74073317,45.64417186,234.5713267,476.8887981,476.8887981,355.7300624,0,1,1,0,2,FALSE,3,0,0,0,0,0,0,OTHER,0.5,1,50000,1,1,NA,0,0,1,1,1,0,100,100,801.4431874,98094
11250,2,2,20.69310965,41.19182766,41.19182766,30.94246866,56.31731579,302.301932,302.301932,179.3096239,0,1,1,1,1,TRUE,2,0,0,0,0,0,0,MISSING,NA,0,NA,0,1,NA,0,2,0,1,1,1,100,100,828.8095925,35741
16775,1,1,48.22099308,48.22099308,48.22099308,48.22099308,386.651917,386.651917,386.651917,386.651917,0,0,1,1,0,TRUE,1,0,0,0,1,1,0,MISSING,NA,0,NA,0,0,NA,0,0,0,1,1,1,50,50,569.59589,70927
3142,2,2,64.26271681,87.78026397,87.78026397,76.02149039,579.1526017,861.3631677,861.3631677,720.2578847,0,2,0,2,0,TRUE,2,0,0,0,0,0,0,MISSING,NA,0,NA,1,1,NA,0,0,0,1,1,1,100,100,464.27343,56335
386,3,1,21.38967191,48.29947237,48.29947237,45.53940809,64.67606289,387.5936684,387.5936684,354.4728971,0,1,2,0,3,FALSE,1,0,0,0,1,0.333333333,0,OTHER,1,1,25000,0,1,NA,0,0,1,1,1,1,100,100,NA,71585
3359,1,1,59.07336446,59.07336446,59.07336446,59.07336446,474.216067,431.5517604,431.5517604,431.5517604,0,1,0,0,1,FALSE,1,0,0,0,1,1,0,MISSING,NA,0,NA,1,0,NA,0,1,0,1,1,1,25,25,604.2509456,68294
7512,2,2,41.17131936,58.47179396,58.47179396,49.82155666,302.0558323,509.6615276,509.6615276,405.8586799,0,1,1,0,2,FALSE,2,0,0,0,2,1,0,PROGRESSIVE,2,1,1.00E+05,1,0,NA,0,0,0,2,2,1,50,50,642.351844,52611
